instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
376,2012-01-11,1_Winter,1,1,False,Wednesday,True,medium,0.2679461597140866,0.26745121985796233,0.8714652956298201,0.224357326438402,92,2085,2177
377,2012-01-12,1_Winter,1,1,False,Thursday,True,medium,0.4029343957646293,0.3975556636000012,0.8256215938303342,0.3269113221087292,269,3828,4097
378,2012-01-13,1_Winter,1,1,False,Friday,True,good,0.2679461597140866,0.22353176524205515,0.5218508997429305,0.7333278633470998,174,3040,3214
379,2012-01-14,1_Winter,1,1,False,Saturday,False,good,0.15060945507033568,0.1365368803181407,0.4704370179948587,0.3397259330741687,333,2160,2493
380,2012-01-15,1_Winter,1,1,False,Sunday,False,good,0.13399588255538752,0.10836510785134246,0.4310200514138818,0.4718199159587467,284,2027,2311
381,2012-01-16,1_Winter,1,1,True,Monday,False,good,0.16306994596881935,0.14648140311231006,0.5372750642673522,0.43079501920645485,217,2081,2298
382,2012-01-17,1_Winter,1,1,False,Tuesday,True,medium,0.3911505095219333,0.3743745294203509,0.7363362467866325,0.6735881920864006,127,2808,2935
383,2012-01-18,1_Winter,1,1,False,Wednesday,True,good,0.30428842746860396,0.2575185107788336,0.4558694087403599,0.8102670679547522,109,3267,3376
384,2012-01-19,1_Winter,1,1,False,Thursday,True,good,0.16306994596881935,0.14566100623449119,0.5115681233933163,0.4077056300795368,130,3162,3292
385,2012-01-20,1_Winter,1,1,False,Friday,True,medium,0.19733629593964935,0.18624768057394703,0.46272493573264784,0.37181812240798423,115,3048,3163
386,2012-01-21,1_Winter,1,1,False,Saturday,False,medium,0.14230204578831662,0.12575752166110282,0.8547557840616967,0.4128265267394712,67,1234,1301
387,2012-01-22,1_Winter,1,1,False,Sunday,False,medium,0.12880359599798935,0.10918550472916139,0.8187660668380463,0.365402570714862,196,1781,1977
388,2012-01-23,1_Winter,1,1,False,Monday,True,medium,0.198374254831493,0.2152569141736227,0.9370179948586119,0.18206869794193148,145,2287,2432
389,2012-01-24,1_Winter,1,1,False,Tuesday,True,good,0.3530924321706948,0.35446185640193084,0.859468380462725,0.20899051335339777,439,3900,4339
390,2012-01-25,1_Winter,1,1,False,Wednesday,True,good,0.29286714151105386,0.28320283991208495,0.6619537275064268,0.2858946715668398,467,3803,4270
391,2012-01-26,1_Winter,1,1,False,Thursday,True,medium,0.3520544732788511,0.36357416860324077,0.7913449871465297,0.10514763499716434,244,3831,4075
392,2012-01-27,1_Winter,1,1,False,Friday,True,medium,0.4558914820831847,0.44145674132584534,0.7622107969151671,0.6602643776286086,269,3187,3456
393,2012-01-28,1_Winter,1,1,False,Saturday,False,good,0.3198640410917084,0.3246269753844182,0.5586971722365038,0.3884734058683744,775,3248,4023
394,2012-01-29,1_Winter,1,1,False,Sunday,False,good,0.2783294867797929,0.25419360631240917,0.3200514138817482,0.44871403441102375,558,2685,3243
395,2012-01-30,1_Winter,1,1,False,Monday,True,good,0.2617159142648447,0.24094124330687405,0.41216760925449875,0.39870489142524,126,3498,3624
396,2012-01-31,1_Winter,1,1,False,Tuesday,True,good,0.412279763938492,0.3967405172622004,0.4284493573264782,0.4935878498686689,324,4185,4509
397,2012-02-01,1_Winter,1,2,False,Wednesday,True,good,0.5109257322345174,0.5086045849815654,0.5222796915167095,0.34360989817373244,304,4275,4579
398,2012-02-02,1_Winter,1,2,False,Thursday,True,medium,0.423702295945132,0.41991377563182375,0.691945501285347,0.33973417928457117,190,3571,3761
399,2012-02-03,1_Winter,1,2,False,Friday,True,good,0.3167489183670875,0.3022688633525958,0.5415598971722365,0.3218172256326029,310,3841,4151
400,2012-02-04,1_Winter,1,2,False,Saturday,False,medium,0.25548566881560286,0.25419885685242727,0.801627763496144,0.20513334843764208,384,2448,2832
401,2012-02-05,1_Winter,1,2,False,Sunday,False,medium,0.2575615865992903,0.24342999927542547,0.7073696658097687,0.31666334413105873,318,2629,2947
402,2012-02-06,1_Winter,1,2,False,Monday,True,good,0.2784653061305864,0.28530961909432384,0.6397676092544987,0.2709051226077486,206,3578,3784
403,2012-02-07,1_Winter,1,2,False,Tuesday,True,good,0.36763008690195564,0.3702082259160354,0.5102827763496145,0.2576678933591825,199,4176,4375
404,2012-02-08,1_Winter,1,2,False,Wednesday,True,medium,0.2461403006417402,0.24592400578399487,0.7433593830334191,0.2295112079399462,109,2693,2802
405,2012-02-09,1_Winter,1,2,False,Thursday,True,good,0.25652362770744663,0.24010509480900105,0.5779773778920309,0.3538558145988023,163,3667,3830
406,2012-02-10,1_Winter,1,2,False,Friday,True,medium,0.27625232294701574,0.28154498190138855,0.5552699228791774,0.19489361667037405,227,3604,3831
407,2012-02-11,1_Winter,1,2,False,Saturday,False,poor,0.20564370522166842,0.17300188074343442,0.7519280205655527,0.5512680300813511,192,1977,2169
408,2012-02-12,1_Winter,1,2,False,Sunday,False,good,0.08519187785329668,0.02965032453587846,0.47772030848329056,0.7974503954367123,73,1456,1529
409,2012-02-13,1_Winter,1,2,False,Monday,True,good,0.20356654138889124,0.19537705703031555,0.42287917737789205,0.29870103632187683,94,3328,3422
410,2012-02-14,1_Winter,1,2,False,Tuesday,True,medium,0.32401836875726286,0.3345596844635471,0.5231362467866325,0.24488626723535284,135,3787,3922
411,2012-02-15,1_Winter,1,2,False,Wednesday,True,good,0.3603606365117803,0.3577710092483012,0.5462724935732648,0.3282162849049202,141,4028,4169
412,2012-02-16,1_Winter,1,2,False,Thursday,True,medium,0.320903246032642,0.3295926736064804,0.7742077120822621,0.1423157791442207,74,2931,3005
413,2012-02-17,1_Winter,1,2,False,Friday,True,good,0.35413039106253846,0.3577710092483012,0.6525275064267353,0.37820068925949657,349,3805,4154
414,2012-02-18,1_Winter,1,2,False,Saturday,False,good,0.35828471872809287,0.3627537717254219,0.5496997429305913,0.34744850911608255,1435,2883,4318
415,2012-02-19,1_Winter,1,2,False,Sunday,False,medium,0.2752143640551721,0.2450931078261399,0.5304195372750643,0.47564203448029196,618,2071,2689
416,2012-02-20,1_Winter,1,2,True,Monday,False,good,0.2752143640551721,0.25507307176543104,0.5221861182519281,0.4261049870400496,502,2627,3129
417,2012-02-21,1_Winter,1,2,False,Tuesday,True,good,0.28496594423232535,0.2835861293334019,0.6111547557840618,0.3779347489740169,163,3614,3777
418,2012-02-22,1_Winter,1,2,False,Wednesday,True,good,0.4195479682795775,0.4116389245633913,0.5839763496143959,0.43721263245217773,394,4379,4773
419,2012-02-23,1_Winter,1,2,False,Thursday,True,good,0.4922349958867919,0.47960585246192566,0.5702652956298201,0.3474155242744727,516,4546,5062
420,2012-02-24,1_Winter,1,2,False,Friday,True,medium,0.43408562301083836,0.43566539568594626,0.7583547557840618,0.44359519930369007,246,3241,3487
421,2012-02-25,1_Winter,1,2,False,Saturday,False,good,0.2887128138454994,0.2318184300255281,0.40702622107969155,0.82307549426239,317,2415,2732
422,2012-02-26,1_Winter,1,2,False,Sunday,False,good,0.27417640516332836,0.24840094803750562,0.4215938303341903,0.3769287113049154,515,2874,3389
423,2012-02-27,1_Winter,1,2,False,Monday,True,good,0.3832057005250602,0.3660734256518282,0.5047125964010284,0.5064024608341084,253,4069,4322
424,2012-02-28,1_Winter,1,2,False,Tuesday,True,good,0.3738603323511974,0.3602597652168525,0.40702622107969155,0.3525776519864194,229,4134,4363
425,2012-02-29,1_Winter,1,2,False,Wednesday,True,medium,0.35539513088873453,0.3536243952690534,0.8275403598971722,0.3230974497975865,65,1769,1834
426,2012-03-01,1_Winter,1,3,False,Thursday,True,good,0.5316923863659302,0.5201990899764041,0.6328195372750643,0.42178397278915497,325,4665,4990
427,2012-03-02,1_Winter,1,3,False,Friday,True,medium,0.3665908819610221,0.36855168054034354,0.6756637532133676,0.25256555067265374,246,2948,3194
428,2012-03-03,1_Winter,1,3,False,Saturday,False,medium,0.4423930322928574,0.43897454853231654,0.6388174807197944,0.28591116398764477,956,3110,4066
429,2012-03-04,1_Winter,1,3,False,Sunday,False,good,0.3323245319901921,0.2939664469490687,0.4147383033419023,0.6435740477740077,710,2713,3423
430,2012-03-05,1_Winter,1,3,False,Monday,True,good,0.22952548207770213,0.21277997192011194,0.5205655526992288,0.42564113770491063,203,3130,3333
431,2012-03-06,1_Winter,1,3,False,Tuesday,True,good,0.24821621842542752,0.23098753206767314,0.4695804627249358,0.36795271128182605,221,3735,3956
432,2012-03-07,1_Winter,1,3,False,Wednesday,True,good,0.42993254139437376,0.40170621548426255,0.5278488431876608,0.6666799293217307,432,4484,4916
433,2012-03-08,1_Winter,1,3,False,Thursday,True,good,0.583611513792642,0.5848240491534553,0.583547557840617,0.8641436836192948,486,4896,5382
434,2012-03-09,1_Winter,1,3,False,Friday,True,medium,0.43823870462730297,0.4174355207433085,0.4185943444730077,0.8089703513689638,447,4122,4569
435,2012-03-10,1_Winter,1,3,False,Saturday,False,good,0.28455973222903475,0.26081716254516774,0.36032596401028283,0.4192338322221909,968,3150,4118
436,2012-03-11,1_Winter,1,3,False,Sunday,False,good,0.3770651706102874,0.36832590731956777,0.49044421593830345,0.41271314134643716,1658,3253,4911
437,2012-03-12,1_Winter,1,3,False,Monday,True,good,0.5078106095098964,0.4994870222402374,0.5029994858611826,0.38204960796484977,838,4460,5298
438,2012-03-13,1_Winter,1,3,False,Tuesday,True,good,0.6303383546619555,0.608878085611105,0.634961439588689,0.44232322134910895,762,5085,5847
439,2012-03-14,1_Winter,1,3,False,Wednesday,True,good,0.6396837228358183,0.6163443535167592,0.5214221079691517,0.19104469796502085,997,5315,6312
440,2012-03-15,1_Winter,1,3,False,Thursday,True,good,0.6209929864880929,0.5956152215255339,0.595972236503856,0.2628300210711291,1005,5187,6192
441,2012-03-16,1_Winter,1,3,False,Friday,True,medium,0.4693899318735121,0.4688199306298652,0.865895115681234,0.18718959460186577,548,3830,4378
442,2012-03-17,1_Winter,1,3,False,Saturday,False,medium,0.5669979412776938,0.5591515337352446,0.7772061696658098,0.182060451731529,3155,4681,7836
443,2012-03-18,1_Winter,1,3,False,Sunday,False,medium,0.515078813850982,0.5052731173401185,0.8329048843187661,0.21541431125692245,2207,3685,5892
444,2012-03-19,1_Winter,1,3,False,Monday,True,good,0.6054173728649884,0.5956099709855158,0.7493573264781491,0.2884633661072094,982,5171,6153
445,2012-03-20,1_Winter,1,3,False,Tuesday,True,good,0.6251460681045575,0.6031077421312783,0.8307629820051414,0.20384487806225604,1051,5042,6093
446,2012-03-21,2_Spring,1,3,False,Wednesday,True,medium,0.5888038003500401,0.5699308923922826,0.8444730077120823,0.13846747890464764,1122,5108,6230
447,2012-03-22,2_Spring,1,3,False,Thursday,True,good,0.6168399048716282,0.59396392668986,0.8547557840616967,0.19619857946656505,1334,5537,6871
448,2012-03-23,2_Spring,1,3,False,Friday,True,medium,0.6760272366394255,0.6445003743635033,0.7137964010282777,0.19359690008458555,2469,5893,8362
449,2012-03-24,2_Spring,1,3,False,Saturday,False,medium,0.5524602865464329,0.5351132488976491,0.910454498714653,0.3512706276376278,1033,2339,3372
450,2012-03-25,2_Spring,1,3,False,Sunday,False,medium,0.4714670957062893,0.47047253810054357,0.9057408740359898,0.4089776080341179,1532,3464,4996
451,2012-03-26,2_Spring,1,3,False,Monday,True,good,0.48185042277199563,0.47212908347623544,0.49143136246786634,0.7512901711562816,795,4763,5558
452,2012-03-27,2_Spring,1,3,False,Tuesday,True,good,0.3292094092655712,0.3105489649610462,0.2982005141388175,0.33974448704757426,531,4571,5102
453,2012-03-28,2_Spring,1,3,False,Wednesday,True,good,0.5296164685822429,0.5143959306214644,0.49485861182519286,0.5551334412075092,674,5024,5698
454,2012-03-29,2_Spring,1,3,False,Thursday,True,good,0.5420769594807265,0.5292995884626733,0.45158560411311055,0.6128136214201914,834,5299,6133
455,2012-03-30,2_Spring,1,3,False,Friday,True,medium,0.38735878214152475,0.3892637482765102,0.597257583547558,0.23847071554223062,796,4663,5459
456,2012-03-31,2_Spring,1,3,False,Saturday,False,medium,0.4548535231913411,0.44975915772937247,0.7592113110539846,0.4704984607417507,2301,3934,6235
457,2012-04-01,2_Spring,1,4,False,Sunday,False,medium,0.4569294409750284,0.4439559983744328,0.6953727506426736,0.30897581448335537,2347,3694,6041
458,2012-04-02,2_Spring,1,4,False,Monday,True,good,0.46699751762100317,0.4573790039305542,0.5186097686375322,0.5973292998369519,1208,4728,5936
459,2012-04-03,2_Spring,1,4,False,Tuesday,True,good,0.5078106095098964,0.5019692150337661,0.4078838046272494,0.16026777919039947,1348,5424,6772
460,2012-04-04,2_Spring,1,4,False,Wednesday,True,good,0.6012642912485238,0.5964356184033527,0.4828616966580977,0.3269278145295341,1058,5378,6436
461,2012-04-05,2_Spring,1,4,False,Thursday,True,good,0.46835197298166836,0.46217012169701654,0.38474755784061704,0.4064089134937483,1192,5265,6457
462,2012-04-06,2_Spring,1,4,False,Friday,True,good,0.42889333645344024,0.4091449180548219,0.3877460154241646,0.5731039952270934,1807,4653,6460
463,2012-04-07,2_Spring,1,4,False,Saturday,False,good,0.4714670957062893,0.45556231708431205,0.26135424164524423,0.520499357517132,3252,3605,6857
464,2012-04-08,2_Spring,1,4,False,Sunday,False,good,0.549345163821812,0.5425847673433213,0.28363290488431886,0.43334722132601955,2230,2939,5169
465,2012-04-09,2_Spring,1,4,False,Monday,True,good,0.5358467140314846,0.5218621985271185,0.3264781491002571,0.6922782279636004,905,4680,5585
466,2012-04-10,2_Spring,1,4,False,Tuesday,True,good,0.4828896277129292,0.46882518116988325,0.44730077120822626,0.4679380124117837,819,5099,5918
467,2012-04-11,2_Spring,1,4,False,Wednesday,True,good,0.3608129523313952,0.338928133758557,0.48284318766066847,0.5625612152275346,482,4380,4862
468,2012-04-12,2_Spring,1,4,False,Thursday,True,good,0.42162513211235475,0.40499305353555615,0.4794344473007712,0.552572992877542,663,4746,5409
469,2012-04-13,2_Spring,1,4,False,Friday,True,good,0.4776973411555311,0.46301677127492563,0.41987969151670956,0.27434997700338076,1252,5146,6398
470,2012-04-14,2_Spring,1,4,False,Saturday,False,good,0.5431149183725702,0.5367711069083455,0.5171383033419024,0.34742377048487516,2795,4665,7460
471,2012-04-15,2_Spring,1,4,False,Sunday,False,good,0.6822574820886673,0.6494988884606782,0.5222796915167095,0.41795360805720727,2846,4286,7132
472,2012-04-16,2_Spring,1,4,True,Monday,False,good,0.7539053047549482,0.7033825553958225,0.5775496143958869,0.541028298314083,1198,5172,6370
473,2012-04-17,2_Spring,1,4,False,Tuesday,True,good,0.6843333998723548,0.6818054611916835,0.4014570694087404,0.5179389091871649,989,5702,6691
474,2012-04-18,2_Spring,1,4,False,Wednesday,True,medium,0.5036562818443421,0.4961345524387183,0.5852616966580977,0.2999977529076654,347,4020,4367
475,2012-04-19,2_Spring,1,4,False,Thursday,True,good,0.5472679999890347,0.5433999136811221,0.6298200514138819,0.08975484634939235,846,5719,6565
476,2012-04-20,2_Spring,1,4,False,Friday,True,good,0.5825735549007983,0.5732347946986347,0.7142241645244216,0.26280528243992174,1340,5950,7290
477,2012-04-21,2_Spring,1,4,False,Saturday,False,good,0.6365686001111973,0.6088675845310689,0.7022282776349614,0.5384678499841158,2541,4083,6624
478,2012-04-22,2_Spring,1,4,False,Sunday,False,poor,0.42058717322051103,0.4074870600441255,0.859040616966581,0.6641380349651691,120,907,1027
479,2012-04-23,2_Spring,1,4,False,Monday,True,medium,0.32713349148188375,0.2914776909805173,0.788346529562982,0.5795113007098132,195,3019,3214
480,2012-04-24,2_Spring,1,4,False,Tuesday,True,good,0.44135382735192386,0.4281991277802922,0.4670097686375322,0.46795450483258855,518,5115,5633
481,2012-04-25,2_Spring,1,4,False,Wednesday,True,good,0.5202711004083801,0.5135650326636094,0.4400174807197944,0.1987342891653248,655,5541,6196
482,2012-04-26,2_Spring,1,4,False,Thursday,True,medium,0.5472679999890347,0.5309784486334419,0.7780637532133676,0.31796006071684724,475,4551,5026
483,2012-04-27,2_Spring,1,4,False,Friday,True,good,0.4963880775032566,0.49035764578386887,0.41216760925449875,0.6705020478432759,1014,5219,6233
484,2012-04-28,2_Spring,1,4,False,Saturday,False,medium,0.39566619142354376,0.39173543999000293,0.5034272493573265,0.22178863189803238,1120,3100,4220
485,2012-04-29,2_Spring,1,4,False,Sunday,False,good,0.4974260363951002,0.48705505611252115,0.6036843187660669,0.19485032406576108,2229,4075,6304
486,2012-04-30,2_Spring,1,4,False,Monday,True,medium,0.5046954867852755,0.496998266271686,0.5861182519280206,0.30767909789756687,665,4907,5572
487,2012-05-01,2_Spring,1,5,False,Tuesday,True,medium,0.6905636453215965,0.6536284381848673,0.6782344473007713,0.27563844737876686,653,5087,5740
488,2012-05-02,2_Spring,1,5,False,Wednesday,True,good,0.6293003957701119,0.6022715936334052,0.8196226221079692,0.23845216156882504,667,5502,6169
489,2012-05-03,2_Spring,1,5,False,Thursday,True,medium,0.6241081092127139,0.6014131303404555,0.7900596401028278,0.22945966912493077,764,5657,6421
490,2012-05-04,2_Spring,1,5,False,Friday,True,good,0.7082164227774782,0.6718688142075413,0.7562128534704371,0.289743590272193,1069,5227,6296
491,2012-05-05,2_Spring,1,5,False,Saturday,False,medium,0.7009482184363928,0.6635873999640863,0.7780637532133676,0.26923938810644954,2496,4387,6883
492,2012-05-06,2_Spring,1,5,False,Sunday,False,medium,0.6272232319373346,0.61387659970828,0.7609254498714653,0.2628217748607267,2135,4224,6359
493,2012-05-07,2_Spring,1,5,False,Monday,True,medium,0.5960720046911255,0.5881555167949023,0.6829480719794344,0.4294818101998614,1008,5265,6273
494,2012-05-08,2_Spring,1,5,False,Tuesday,True,medium,0.6511062548424583,0.6279664238466927,0.7052267352185091,0.564117687441001,738,4990,5728
495,2012-05-09,2_Spring,1,5,False,Wednesday,True,medium,0.6427988455604392,0.6221304486166401,0.7652102827763496,0.39998305403762296,620,4097,4717
496,2012-05-10,2_Spring,1,5,False,Thursday,True,good,0.5566133681628974,0.5417420556704257,0.5676946015424165,0.6012957270405402,1026,5546,6572
497,2012-05-11,2_Spring,1,5,False,Friday,True,good,0.5908797181337274,0.5798741025514473,0.3706087403598972,0.44229642116530093,1319,5711,7030
498,2012-05-12,2_Spring,1,5,False,Saturday,False,good,0.6293003957701119,0.6113563404996203,0.49400205655526996,0.20768348900460618,2622,4807,7429
499,2012-05-13,2_Spring,1,5,False,Sunday,False,good,0.6895256864297529,0.6644143600169278,0.5925449871465296,0.41792886942599994,2172,3946,6118
500,2012-05-14,2_Spring,1,5,False,Monday,True,medium,0.640721681727662,0.6180284642275459,0.8119105398457584,0.39231407836332516,342,2501,2843
501,2012-05-15,2_Spring,1,5,False,Tuesday,True,medium,0.6884877275379091,0.6528185423870845,0.8170519280205656,0.2576946935429905,625,4490,5115
502,2012-05-16,2_Spring,1,5,False,Wednesday,True,good,0.7196389547841182,0.6785081220603539,0.7176524421593831,0.20640326483962257,991,6433,7424
503,2012-05-17,2_Spring,1,5,False,Thursday,True,good,0.6656426635246293,0.6478423430849863,0.5347043701799487,0.4269131156594918,1242,6142,7384
504,2012-05-18,2_Spring,1,5,False,Friday,True,good,0.6293003957701119,0.6196311915680527,0.5381316195372752,0.2358937747914585,1521,6118,7639
505,2012-05-19,2_Spring,1,5,False,Saturday,False,good,0.6739500728066483,0.6403537603842554,0.46915167095115684,0.12695721226961892,3410,4884,8294
506,2012-05-20,2_Spring,1,5,False,Sunday,False,good,0.6999090134954592,0.6627460009261952,0.545415938303342,0.47822928299406714,2704,4425,7129
507,2012-05-21,2_Spring,1,5,False,Monday,True,medium,0.6718729089738711,0.6387247803436583,0.834190231362468,0.4346006453071951,630,3729,4359
508,2012-05-22,2_Spring,1,5,False,Tuesday,True,medium,0.6926408091543738,0.6586217017420242,0.7874889460154242,0.19744581878993872,819,5254,6073
509,2012-05-23,2_Spring,1,5,False,Wednesday,True,medium,0.7009482184363928,0.6635926505041043,0.7964863753213368,0.16411669789575267,766,4494,5260
510,2012-05-24,2_Spring,1,5,False,Thursday,True,good,0.7424827727483083,0.6925861324837259,0.7369326478149101,0.3102725310691439,1059,5711,6770
511,2012-05-25,2_Spring,1,5,False,Friday,True,good,0.7736339999945174,0.7199270069926692,0.7682087403598973,0.24358955064956436,1417,5317,6734
512,2012-05-26,2_Spring,1,5,False,Saturday,False,good,0.789209613617622,0.7398357421060756,0.7532133676092546,0.36407080773486294,2855,3681,6536
513,2012-05-27,2_Spring,1,5,False,Sunday,False,good,0.786094490893001,0.7381673830153431,0.7167948586118252,0.39742466726025644,3283,3308,6591
514,2012-05-28,2_Spring,1,5,True,Monday,False,good,0.8141305954145892,0.7878834338111674,0.6953727506426736,0.35897671125873665,2557,3486,6043
515,2012-05-29,2_Spring,1,5,False,Tuesday,True,good,0.8265910863130729,0.779603332202717,0.7039413881748073,0.5628209708552124,880,4863,5743
516,2012-05-30,2_Spring,1,5,False,Wednesday,True,medium,0.7445599365810855,0.6983997929187017,0.6889460154241646,0.23076463192112173,745,6110,6855
517,2012-05-31,2_Spring,1,5,False,Thursday,True,good,0.7736339999945174,0.724915020009808,0.506855526992288,0.3564162629287695,1100,6238,7338
518,2012-06-01,2_Spring,1,6,False,Friday,True,medium,0.7414448138564647,0.6942426778594178,0.7767784061696659,0.44358695309328755,533,3594,4127
519,2012-06-02,2_Spring,1,6,False,Saturday,False,good,0.6531821726261456,0.6395399266814592,0.5646961439588689,0.3384457089091852,2795,5325,8120
520,2012-06-03,2_Spring,1,6,False,Sunday,False,good,0.6770651955312692,0.651150183296352,0.5072832904884319,0.33334336622265637,2494,5147,7641
521,2012-06-04,2_Spring,1,6,False,Monday,True,good,0.6708349500820274,0.6552849835605592,0.5008565552699229,0.5410365445244855,1071,5927,6998
522,2012-06-05,2_Spring,1,6,False,Tuesday,True,medium,0.6002250863075902,0.5865147230392646,0.6306766066838047,0.3858882189071999,968,6033,7001
523,2012-06-06,2_Spring,1,6,False,Wednesday,True,good,0.6168399048716282,0.6080419371132321,0.62853470437018,0.11283557695538782,1027,6028,7055
524,2012-06-07,2_Spring,1,6,False,Thursday,True,good,0.6770651955312692,0.6436799774856844,0.5831187660668381,0.27822363433994135,1038,6456,7494
525,2012-06-08,2_Spring,1,6,False,Friday,True,good,0.7352145684072229,0.6809850643138646,0.481148586118252,0.3153996123868801,1488,6248,7736
526,2012-06-09,2_Spring,1,6,False,Saturday,False,good,0.812053431581812,0.747279695216653,0.44944267352185097,0.2512935727180726,2708,4790,7498
527,2012-06-10,2_Spring,1,6,False,Sunday,False,good,0.8317833728704709,0.7671661155349827,0.5535557840616967,0.2295112079399462,2224,4374,6598
528,2012-06-11,2_Spring,1,6,False,Monday,True,medium,0.8245139224802955,0.762183353057862,0.6045419023136247,0.38204960796484977,1017,5647,6664
529,2012-06-12,2_Spring,1,6,False,Tuesday,True,medium,0.7404056089155311,0.6810021285689234,0.8568976863753214,0.39613619688487034,477,4495,4972
530,2012-06-13,2_Spring,1,6,False,Wednesday,True,good,0.743520731640152,0.6983840412986475,0.5985429305912597,0.6615260478201865,1173,6248,7421
531,2012-06-14,2_Spring,1,6,False,Thursday,True,good,0.7341753634662893,0.71579745726848,0.5856894601542416,0.4769222586452755,1180,6183,7363
532,2012-06-15,2_Spring,1,6,False,Friday,True,good,0.7227540775087392,0.683468569742398,0.6062550128534705,0.3179435682960423,1563,6102,7665
533,2012-06-16,2_Spring,1,6,False,Saturday,False,good,0.7134087093348764,0.6768450135096394,0.5184236503856041,0.29743111991989635,2963,4739,7702
534,2012-06-17,2_Spring,1,6,False,Sunday,False,good,0.6646047046327856,0.6470048819521088,0.615681233933162,0.25256555067265374,2634,4344,6978
535,2012-06-18,2_Spring,1,6,False,Monday,True,medium,0.6344914362784202,0.6113891563747331,0.7999146529562982,0.31408640338028665,653,4446,5099
536,2012-06-19,2_Spring,1,6,False,Tuesday,True,good,0.7840173270602238,0.7555821116201802,0.7095115681233933,0.2589831639183766,968,5857,6825
537,2012-06-20,2_Spring,1,6,False,Wednesday,True,good,0.9013540317039745,0.8425874976241307,0.6088257069408741,0.18846775721424874,872,5339,6211
538,2012-06-21,3_Summer,1,6,False,Thursday,True,good,0.9304280951174064,0.8840234468115046,0.5839763496143959,0.19872398140232173,778,5127,5905
539,2012-06-22,3_Summer,1,6,False,Friday,True,good,0.8951237862547328,0.8467170473483198,0.589974293059126,0.3307767332348874,964,4859,5823
540,2012-06-23,3_Summer,1,6,False,Saturday,False,good,0.8380136183197127,0.7530881051116107,0.5496997429305913,0.3243426275683596,2657,4801,7458
541,2012-06-24,3_Summer,1,6,False,Sunday,False,good,0.8525500270018838,0.781259877578409,0.4927167095115682,0.25384577483763726,2551,4340,6891
542,2012-06-25,3_Summer,1,6,False,Monday,True,good,0.8182836770310538,0.7547288988672485,0.5184236503856041,0.5730936874640904,1139,5640,6779
543,2012-06-26,3_Summer,1,6,False,Tuesday,True,good,0.7123695043939429,0.6768397629696215,0.3838899742930592,0.6705206018166814,1077,6365,7442
544,2012-06-27,3_Summer,1,6,False,Wednesday,True,good,0.7954398590668638,0.7373364850574882,0.3701799485861183,0.5141167906656197,1077,6258,7335
545,2012-06-28,3_Summer,1,6,False,Thursday,True,good,0.8598194773920591,0.7829111724140827,0.4344473007712083,0.30770383652877425,921,5958,6879
546,2012-06-29,3_Summer,1,6,False,Friday,True,good,0.96573365002917,0.928746234050172,0.5025706940874036,0.29485417916912426,829,4634,5463
547,2012-06-30,3_Summer,1,6,False,Saturday,False,good,0.8795481726316283,0.7986575419281873,0.6182519280205655,0.2858946715668398,1455,4232,5687
548,2012-07-01,3_Summer,1,7,False,Sunday,False,good,0.9428885860158902,0.8815123760478765,0.5334190231362469,0.3012697308622465,1421,4110,5531
549,2012-07-02,3_Summer,1,7,False,Monday,True,good,0.9003160728121309,0.8177301285437207,0.45972544987146535,0.35639152429756205,904,5323,6227
550,2012-07-03,3_Summer,1,7,False,Tuesday,True,good,0.8992768678711974,0.818533461166481,0.5059979434447301,0.2140825482769234,1052,5608,6660
551,2012-07-04,3_Summer,1,7,True,Wednesday,False,good,0.9096614409859936,0.8575016565453757,0.5539845758354756,0.23204485608610528,2562,4841,7403
552,2012-07-05,3_Summer,1,7,False,Thursday,True,good,0.957426240747151,0.8956074507263072,0.47086580976863757,0.3538393221779974,1405,4836,6241
553,2012-07-06,3_Summer,1,7,False,Friday,True,good,0.9584641996389947,0.884011633096464,0.46358149100257073,0.2551177527922184,1366,4841,6207
554,2012-07-07,3_Summer,1,7,False,Saturday,False,good,1.0,0.952767454632709,0.5059979434447301,0.2910135066741735,1448,3392,4840
555,2012-07-08,3_Summer,1,7,False,Sunday,False,good,0.9511959952979092,0.9337119322722341,0.589974293059126,0.21282912429574788,1203,3469,4672
556,2012-07-09,3_Summer,1,7,False,Monday,True,medium,0.812053431581812,0.7547446504873025,0.7026560411311054,0.3269278145295341,998,5571,6569
557,2012-07-10,3_Summer,1,7,False,Tuesday,True,medium,0.8245139224802955,0.7688449757057514,0.6863753213367609,0.26665213959267436,954,5336,6290
558,2012-07-11,3_Summer,1,7,False,Wednesday,True,good,0.8193228819719873,0.7497789522652405,0.6512421593830335,0.2666438933822719,975,6289,7264
559,2012-07-12,3_Summer,1,7,False,Thursday,True,good,0.8182836770310538,0.7555702979051395,0.5445583547557842,0.2564227155884094,1032,6414,7446
560,2012-07-13,3_Summer,1,7,False,Friday,True,medium,0.8380136183197127,0.7729627117148998,0.49957120822622114,0.12051486039268869,1511,5988,7499
561,2012-07-14,3_Summer,1,7,False,Saturday,False,medium,0.8027080634079493,0.770480518921371,0.7189377892030848,0.25004014873689706,2355,4614,6969
562,2012-07-15,3_Summer,1,7,False,Sunday,False,good,0.8556651497265046,0.821875429887964,0.7382179948586118,0.29743111991989635,1920,4111,6031
